k	L	method	density	density_std	runtime	runtime_std		
100	500	double	0.00451845	9.32864E-06	15.2753	0.0091657	0	0
7	100	random	0.0209779	0.000182532	0.0351	0.0003	0	0
7	100	decycling	0.0205789	5.19325E-05	0.13	0.000447214	0	0
7	100	double	0.0205994	0.000102664	0.1368	0.00342929	0	0
7	100	decycling_set	0.0205731	6.03603E-05	0.0502	0.0004	0	0
7	100	pasha	0.0205952	7.68243E-05	0.0502	0.0004	0	0
7	100	docks	0.0205843	5.70691E-05	0.0503	0.000458258	0	0
8	100	random	0.0213576	0.000835613	0.0352	0.0006	0	0
8	100	decycling	0.0208081	0.000187169	0.1394	0.0026533	0	0
8	100	double	0.0206536	7.36657E-05	0.1465	0.0015	0	0
8	100	decycling_set	0.0206953	9.36248E-05	0.049	6.93889E-18	0	0
8	100	pasha	0.0207597	0.00014631	0.0491	0.0003	0	0
8	100	docks	0.020713	7.12311E-05	0.0491	0.0003	0	0
9	100	random	0.0215988	0.000723103	0.0351	0.0003	0	0
9	100	decycling	0.0207298	1.92985E-05	0.1402	0.00146969	0	0
9	100	double	0.0207755	8.33298E-05	0.1552	0.00203961	0	0
9	100	decycling_set	0.0208103	0.000125888	0.0485	0.00067082	0	0
9	100	pasha	0.0208892	5.26191E-05	0.0492	0.0006	0	0
9	100	docks	0.0208722	7.91542E-05	0.049	6.93889E-18	0	0
10	100	random	0.0215303	0.000232045	0.0351	0.0003	0	0
10	100	decycling	0.0209297	8.07034E-05	0.1488	0.00116619	0	0
10	100	double	0.0208831	3.32008E-05	0.1671	0.00266271	0	0
10	100	decycling_set	0.0208814	4.85229E-05	0.0494	0.000916515	0	0
10	100	pasha	0.0211165	0.000099291	0.0505	0.000806226	0	0
10	100	docks	0.021063	0.000105414	0.0496	0.000489898	0	0
11	100	random	0.0227125	0.00107676	0.0356	0.000663325	0	0
11	100	decycling	0.0209838	0.000046168	0.1516	0.0010198	0	0
11	100	double	0.021004	6.06282E-05	0.1838	0.00753392	0	0
11	100	decycling_set	0.0209917	3.54916E-05	0.0624	0.000489898	0	0
11	100	pasha	0.0212474	0.000110145	0.0633	0.00161555	0	0
11	100	docks	0.021158	8.79179E-05	0.0632	0.0004	0	0
14	100	random	0.022676	0.000409278	0.0352	0.0004	0	0
14	100	decycling	0.0213652	6.45401E-05	0.1766	0.00469468	0	0
14	100	double	0.0213643	6.72053E-05	0.2165	0.00287228	0	0
14	100	decycling_set	0.0228549	0.00105632	0.0782	0.000979796	0	0
15	100	random	0.0233049	0.00104016	0.0358	0.00107703	0	0
15	100	decycling	0.0214993	0.000030328	0.1807	0.0019	0	0
15	100	double	0.0215575	0.000052448	0.2293	0.0030348	0	0
15	100	decycling_set	0.0229269	0.000390054	0.1622	0.00172047	0	0
5	100	random	0.0205416	0.000337545	0.0358	0.0006	0	0
5	100	decycling	0.0208917	0.000407877	0.126	0.00334664	0	0
5	100	double	0.0209937	0.000295262	0.1288	0.00444522	0	0
5	100	decycling_set	0.0207959	0.000229546	0.0555	0.0005	0	0
6	100	random	0.0210114	0.000324333	0.0357	0.000640312	0	0
6	100	decycling	0.020803	0.000303036	0.1441	0.00202237	0	0
6	100	double	0.0207568	0.000356764	0.1402	0.000979796	0	0
6	100	decycling_set	0.0207439	0.000239647	0.0531	0.000538516	0	0
								
11	15	Miniception	0.3098331606	0.0122196059	14.1229075432	0.0883833043		
11	20	Miniception	0.1759737612	0.0095337937	13.7741614342	0.1205641637		
11	30	Miniception	0.0899675118	0.0023406706	13.5291102171	0.0539347877		
11	40	Miniception	0.0619867599	0.0018511164	13.5146089077	0.0560192675		
11	50	Miniception	0.0474780045	0.0008754771	13.4707530737	0.052548413		
11	60	Miniception	0.0381442317	0.0004907484	13.4785458803	0.0715666168		
11	70	Miniception	0.0323165035	0.0004121277	13.4319529772	0.0455248354		
11	80	Miniception	0.0278993485	0.0005978501	13.4975239992	0.0632874478		
11	90	Miniception	0.024368013	0.0003413105	13.4925574303	0.0622265704		
11	100	Miniception	0.0216376252	0.000234982	13.4825085402	0.0502601524		
11	110	Miniception	0.0196330624	0.0001624249	13.4418154001	0.046037691		
11	120	Miniception	0.0178530993	0.000180106	13.4705018759	0.0695522524		
11	130	Miniception	0.016308085	0.0001861622	13.4627360582	0.0521344803		
11	140	Miniception	0.0151034575	0.0001159203	13.4746991634	0.0762861079		
11	150	Miniception	0.0140975014	0.0001830848	13.4518729687	0.057257853		
11	15	Miniception	0.3052275892	0.0105581335	14.4169184923	0.1154858174		
11	20	Miniception	0.1789203122	0.006468537	13.9037814379	0.1051009309		
11	30	Miniception	0.0914537515	0.0016647309	13.7235887766	0.057055513		
11	40	Miniception	0.0617373003	0.0021900025	13.7131891251	0.057608755		
11	50	Miniception	0.0472153089	0.000526083	13.6438951015	0.0300280999		
11	60	Miniception	0.0382486388	0.0005873507	13.6864712238	0.0445660613		
11	70	Miniception	0.0323113104	0.0006889297	13.6542434931	0.0462943851		
11	80	Miniception	0.0277026268	0.0003084209	13.6284293413	0.0382561974		
11	90	Miniception	0.0244988358	0.0003652163	13.6423252106	0.0699852502		
11	100	Miniception	0.0216572918	0.0002448227	13.6337714434	0.0628680971		
11	110	Miniception	0.0197102475	0.0002499915	13.6199105024	0.0463883078		
11	120	Miniception	0.0178162222	0.00009854	13.677334404	0.0543034345		
11	130	Miniception	0.016392938	0.0002441202	13.6467803478	0.0537761421		
11	140	Miniception	0.0152414608	0.0002540299	13.6386893511	0.0537287001		
11	150	Miniception	0.0141643752	0.0002305332	13.6571849823	0.0486763974		
11	160	Miniception	0.0132656759	0.0002966355	13.6686814308	0.0479267454		
11	170	Miniception	0.0124113154	0.0001477867	13.6672980547	0.0518078438		
11	180	Miniception	0.0116375334	8.99803379436557E-05	13.639463973	0.0528736477		
11	190	Miniception	0.0109637151	7.27177354416177E-05	13.6577794552	0.0553127517		
11	200	Miniception	0.010465546	8.12461896475368E-05	13.6275324583	0.0653882775		
20	30	Miniception	0.147515018	0.0056008434	14.0223903894	0.0320816829		
20	40	Miniception	0.0840333248	0.0019381022	13.7092535973	0.0292637657		
20	50	Miniception	0.058803972	0.0016352484	13.7026757717	0.0290437734		
20	60	Miniception	0.0455624585	0.0016460644	13.6876355171	0.0339483048		
20	70	Miniception	0.0370623342	0.0007250656	13.6599911213	0.0163181396		
20	80	Miniception	0.0307765655	0.0004895485	13.6582494497	0.0265411846		
20	90	Miniception	0.0265738982	0.0005079077	13.669923234	0.0291528756		
20	100	Miniception	0.0237911616	0.0003980317	13.6667280197	0.0354942911		
20	110	Miniception	0.0210950779	0.000451375	13.6605149031	0.0355740619		
20	120	Miniception	0.0192072175	0.0003263995	13.6602114439	0.041987247		
20	130	Miniception	0.017261276	0.0001978442	13.6632477522	0.0348172752		
20	140	Miniception	0.0160650456	0.00021135	13.6405255079	0.0286610798		
20	150	Miniception	0.0148124588	0.0001575546	13.6335570812	0.0315120272		
20	160	Miniception	0.0138352604	0.0001986223	13.6505640745	0.0334825802		
20	170	Miniception	0.0129502269	0.0001740253	13.650701642	0.0302571113		
20	180	Miniception	0.012128955	0.0001720834	13.6524766445	0.0308177935		
20	190	Miniception	0.0113873431	0.0001300672	13.6780928135	0.0667083287		
20	200	Miniception	0.0108729374	0.0002396429	13.6256057978	0.0132521154		
20	210	Miniception	0.0102392948	8.19601208732425E-05	13.6575278282	0.027583403		
20	220	Miniception	0.0097581292	9.6974890727824E-05	13.6598060131	0.026479377		
20	230	Miniception	0.0092840315	5.8094452773694E-05	13.7094169378	0.1768786683		
20	240	Miniception	0.0089745782	0.0001216055	13.652521348	0.0241167025		
20	250	Miniception	0.008532652	0.0001102214	13.6449235916	0.0242622618		
50	60	Miniception	0.1468977062	0.0068109424	14.5690286875	0.043593832		
50	70	Miniception	0.0784326717	0.0023698944	14.2031173944	0.0229200755		
50	80	Miniception	0.0540083301	0.001878609	14.0773221493	0.0154565691		
50	90	Miniception	0.0407622989	0.0017185202	13.4744854927	0.0347084633		
50	100	Miniception	0.034868985	0.0018462324	13.3688387632	0.0153744419		
50	110	Miniception	0.0296769976	0.0012273425	13.3612404823	0.0073913294		
50	120	Miniception	0.0261690713	0.00052005	13.3631399155	0.017187793		
50	130	Miniception	0.0230423863	0.0008335088	13.3495674133	0.0038884967		
50	140	Miniception	0.0206963508	0.0004785307	13.3516034365	0.0032006388		
50	150	Miniception	0.0188253155	0.0006090025	13.3467936516	0.0057331222		
50	160	Miniception	0.0171193755	0.0004492332	13.3445103168	0.0047481146		
50	170	Miniception	0.0155686129	0.0002463637	13.341869998	0.007268273		
50	180	Miniception	0.0145883344	0.0003301994	13.3443454027	0.0098418276		
50	190	Miniception	0.0136332532	0.0006416692	13.3413920879	0.0083090164		
50	200	Miniception	0.0127157618	0.0003453582	13.3394436359	0.0044178685		
50	210	Miniception	0.0117538	0.0002502124	13.3426083565	0.0134507734		
50	220	Miniception	0.0110580417	0.000229584	13.3363044977	0.0071161891		
50	230	Miniception	0.0106116322	0.0002518609	13.3400017262	0.0128701606		
50	240	Miniception	0.0101453123	0.000293361	13.3384648323	0.0102978032		
50	250	Miniception	0.0096871665	0.0002425931	13.3444527149	0.017239933		
50	260	Miniception	0.009118876	0.0001774046	13.382498312	0.0090808784		
50	270	Miniception	0.0088921748	0.0002478333	13.385746789	0.0122853773		
50	280	Miniception	0.0083311023	0.0001167111	13.3811517	0.0094423996		
50	290	Miniception	0.0081185558	0.0002877778	13.3853556633	0.0101538625		
50	300	Miniception	0.0076530796	0.0001451075	13.3810708284	0.0111904076		
50	310	Miniception	0.0073240703	0.0001680714	13.3821464062	0.0085522549		
50	320	Miniception	0.0071570815	0.000227015	13.3804265738	0.0106481636		
50	330	Miniception	0.0068942153	0.0002257096	13.3744301081	0.0085233137		
50	340	Miniception	0.006723252	0.0002282921	13.3816900015	0.00858411		
50	350	Miniception	0.0063728512	8.52181233274265E-05	13.377383709	0.0127631289		
100	110	Miniception	0.1474341385	0.006984819	14.7350407839	0.0346170689		
100	120	Miniception	0.0790478983	0.0027467684	14.3905827522	0.0241769528		
100	130	Miniception	0.0539929192	0.0016500113	14.2703769445	0.0102388512		
100	140	Miniception	0.0410582841	0.0018291648	14.0962569237	0.0099971142		
100	150	Miniception	0.0326592726	0.0005923504	14.0743101597	0.0096097674		
100	160	Miniception	0.0276692673	0.0009091002	14.0153096914	0.0103501413		
100	170	Miniception	0.0240988766	0.0011993014	14.085328722	0.0157928795		
100	180	Miniception	0.0205643137	0.0005046652	14.0676790476	0.0141541363		
100	190	Miniception	0.0186743064	0.0009204104	13.4760090828	0.012041251		
100	200	Miniception	0.017544408	0.000554222	13.3830444813	0.0085422384		
100	210	Miniception	0.0162678422	0.000458054	13.3804117203	0.0109210457		
100	220	Miniception	0.0147109719	0.0004454742	13.3776221275	0.0062164822		
100	230	Miniception	0.0141229905	0.0004890079	13.3790974855	0.005957125		
100	240	Miniception	0.0133557387	0.0004820422	13.3801631927	0.0103792333		
100	250	Miniception	0.0122298523	0.0002433353	13.372304368	0.0081865067		
100	260	Miniception	0.0117973873	0.0003513283	13.4226883173	0.0105871099		
100	270	Miniception	0.0110913672	0.0003342965	13.4233171701	0.0123697199		
100	280	Miniception	0.0105137348	0.0004210651	13.4203503609	0.0085099211		
100	290	Miniception	0.0100190632	0.0003080036	13.4216913223	0.013531292		
100	300	Miniception	0.0093269542	0.0003435541	13.4208414316	0.0097778758		
100	310	Miniception	0.0089524774	0.0002717641	13.4222839594	0.0141942802		
100	320	Miniception	0.0086637549	0.0001241001	13.4178066254	0.0109919144		
100	330	Miniception	0.0083648335	0.0002950648	13.4188474655	0.0114826422		
100	340	Miniception	0.0080921595	0.0001845205	13.418027997	0.0051154649		
100	350	Miniception	0.0077113083	0.0001610739	13.4200242758	0.0072205557		
100	360	Miniception	0.0072898297	0.000209759	13.4209919691	0.0073066734		
100	370	Miniception	0.0070861867	0.0001514731	13.4162401676	0.0117213268		
100	380	Miniception	0.0068722883	0.0002181593	13.4137758732	0.0049519066		
100	390	Miniception	0.0067508749	0.0003021393	13.4281154633	0.0119869936		
100	400	Miniception	0.0063178662	0.0001163839	13.4157238483	0.0080084155		
100	410	Miniception	0.0061359335	0.000162562	13.4207262039	0.0142176502		
100	420	Miniception	0.0060938063	0.0002460063	13.4291052341	0.0146182772		
100	430	Miniception	0.0059348027	0.0002351425	13.4208851576	0.0126913449		
100	440	Miniception	0.0056800895	0.0002089072	13.4218733072	0.0155599768		
100	450	Miniception	0.0054678972	0.0001144842	13.4456313133	0.0186999934		
100	460	Miniception	0.0053970478	0.0001568165	13.4292632103	0.0187287143		
100	470	Miniception	0.0051859804	0.0001232399	13.4253666162	0.0118026718		
100	480	Miniception	0.0050096347	0.0001240144	13.4269975185	0.0150869947		
100	490	Miniception	0.0049157812	0.0001336384	13.4297851563	0.0202565968		
100	500	Miniception	0.0048413883	0.0001345017	13.4136151791	0.0079705827		
5	100	Miniception	0.0211889454	0.0008725733	16.7467056751	0.0225452595		
6	100	Miniception	0.0209129431	0.000436014	15.3475007296	0.1137664522		
7	100	Miniception	0.0208170891	0.0001862858	14.6551937103	0.0865163164		
8	100	Miniception	0.0213948654	0.0006709907	14.3077864408	0.0755380597		
9	100	Miniception	0.0214241349	0.0002915208	14.0538368225	0.0686620351		
10	100	Miniception	0.0215714036	0.0004771463	13.7968173027	0.0635033462		
11	100	Miniception	0.0218644373	0.0005635161	13.6464961767	0.055370983		
12	100	Miniception	0.0219776787	0.0006582972	13.5323135853	0.0450758577		
13	100	Miniception	0.022077403	0.0002988613	13.4469358683	0.0295603996		
14	100	Miniception	0.0223521952	0.0004301013	13.396951437	0.0552962611		
15	100	Miniception	0.02239157	0.0003083742	13.6978661299	0.0363857265		
12	100	random	0.0230187	0.000902025	1.0671	0.0177902	0	0
12	100	decycling	0.0211168	4.38569E-05	0.1618	0.00153623	0	0
12	100	double	0.0211477	8.29039E-05	0.1935	0.00287228	0	0
12	100	decycling_set	0.0211042	8.27383E-05	0.0709	0.0003	0	0
13	100	random	0.0230816	0.000493696	1.0635	0.012722	0	0
13	100	decycling	0.0212532	6.23762E-05	0.1665	0.00162788	0	0
13	100	double	0.0212943	8.46568E-05	0.2046	0.0028	0	0
13	100	decycling_set	0.0212381	8.39497E-05	0.077	0.00194936	0	0
12	100	pasha	0.0213987	0.000118577	0.0724	0.0012	0	0
13	100	pasha	0.0215957	0.000149529	0.0775	0.0005	0	0
