11	15	Miniception	0.30983316057144344	0.01221960594638392	14.122907543182373	0.08838330425124107
11	20	Miniception	0.1759737611903866	0.009533793713160262	13.774161434173584	0.1205641636886676
11	30	Miniception	0.08996751176571276	0.002340670645502656	13.529110217094422	0.053934787739405105
11	40	Miniception	0.06198675985872333	0.001851116381450273	13.514608907699586	0.0560192675430301
11	50	Miniception	0.04747800449612115	0.0008754771374853956	13.470753073692322	0.05254841304014554
11	60	Miniception	0.03814423171203378	0.0004907484168962964	13.478545880317688	0.07156661678857754
11	70	Miniception	0.032316503531822964	0.0004121276500628726	13.431952977180481	0.0455248354421382
11	80	Miniception	0.027899348529255442	0.0005978501350102386	13.497523999214172	0.06328744779062472
11	90	Miniception	0.02436801300954212	0.00034131049498989076	13.492557430267334	0.06222657040642391
11	100	Miniception	0.021637625233622258	0.0002349819846708574	13.482508540153503	0.05026015239197517
11	110	Miniception	0.01963306236994817	0.00016242492484275171	13.441815400123597	0.046037690975736546
11	120	Miniception	0.01785309933705554	0.00018010596017547148	13.47050187587738	0.0695522524434475
11	130	Miniception	0.016308084975227462	0.00018616217817770097	13.46273605823517	0.05213448034850109
11	140	Miniception	0.015103457468797404	0.00011592030205762882	13.47469916343689	0.07628610794546152
11	150	Miniception	0.014097501448743902	0.00018308479567501803	13.451872968673706	0.05725785301548623
11	15	Miniception	0.3052275891832872	0.010558133536163429	14.4169184923172	0.11548581735779273
11	20	Miniception	0.17892031224250932	0.006468536967369278	13.90378143787384	0.10510093087517372
11	30	Miniception	0.09145375146397657	0.0016647308828152802	13.72358877658844	0.057055513022446304
11	40	Miniception	0.06173730031378359	0.002190002547584671	13.713189125061035	0.057608755008192174
11	50	Miniception	0.04721530893444253	0.0005260829900460194	13.64389510154724	0.030028099942971908
11	60	Miniception	0.03824863876191874	0.0005873506865807878	13.686471223831177	0.04456606126470312
11	70	Miniception	0.03231131036378236	0.0006889296774814566	13.65424349308014	0.046294385121821185
