k	L	method	density	density_std	runtime	runtime_std		
50	190	decycling	0.0122893	1.84472E-05	0.4663	0.00195192	0	0
50	190	double	0.0122996	1.23373E-05	0.6096	0.000916515	0	0
50	200	random	0.0130572	5.56679E-05	0.0312	0.0004	0	0
50	200	decycling	0.0115718	0.000014015	0.4676	0.00233238	0	0
50	200	double	0.0115731	8.14581E-06	0.6101	0.00113578	0	0
50	210	random	0.0124135	0.000278705	0.0313	0.000458258	0	0
50	210	decycling	0.0109446	0.000012591	0.4673	0.00257099	0	0
50	210	double	0.0109435	1.42679E-05	0.6094	0.000663325	0	0
50	220	random	0.0116657	0.000129003	0.0311	0.0003	0	0
50	220	decycling	0.0103876	1.93794E-05	0.4671	0.0023	0	0
50	220	double	0.0103825	1.82853E-05	0.6094	0.000663325	0	0
50	230	random	0.0111053	0.000244377	0.0318	0.000748331	0	0
50	230	decycling	0.00987248	1.51237E-05	0.467	0.00173205	0	0
50	230	double	0.00986746	7.67713E-06	0.6099	0.000830662	0	0
50	240	random	0.0104736	0.000280161	0.0311	0.0003	0	0
50	240	decycling	0.00942689	1.36111E-05	0.4662	0.00203961	0	0
50	240	double	0.00942256	1.70133E-05	0.6092	0.000748331	0	0
50	250	random	0.00988046	7.44606E-05	0.0311	0.0003	0	0
50	250	decycling	0.00899434	1.62189E-05	0.4661	0.00175784	0	0
50	250	double	0.0089815	5.84377E-06	0.6094	0.0008	0	0
50	260	random	0.00949751	7.62643E-05	0.031	6.93889E-18	0	0
50	260	decycling	0.00860078	1.59021E-05	0.4662	0.00203961	0	0
50	260	double	0.00861057	1.21282E-05	0.6094	0.000663325	0	0
50	270	random	0.00903537	8.49211E-05	0.031	6.93889E-18	0	0
50	270	decycling	0.00825117	1.70464E-05	0.4665	0.00162788	0	0
50	270	double	0.00825035	1.66072E-05	0.6094	0.000663325	0	0
50	280	random	0.00860573	0.000055174	0.032	6.93889E-18	0	0
50	280	decycling	0.0079266	1.35061E-05	0.472	0.00340588	0	0
50	280	double	0.00792109	1.39477E-05	0.6094	0.000663325	0	0
50	290	random	0.00839351	0.000234694	0.0311	0.0003	0	0
50	290	decycling	0.00762159	1.12279E-05	0.466	0.00209762	0	0
50	290	double	0.00761933	1.52419E-05	0.6094	0.000663325	0	0
50	300	random	0.007962	0.000054511	0.031	6.93889E-18	0	0
50	300	decycling	0.00733771	1.23176E-05	0.4664	0.00190788	0	0
50	300	double	0.0073456	1.33229E-05	0.6095	0.000806226	0	0
50	310	random	0.00763665	6.19001E-05	0.031	6.93889E-18	0	0
50	310	decycling	0.00707053	0.000014637	0.4664	0.00162481	0	0
50	310	double	0.00708053	2.09085E-05	0.6096	0.00111355	0	0
50	320	random	0.00747015	0.000141313	0.031	6.93889E-18	0	0
50	320	decycling	0.00683117	1.95741E-05	0.4661	0.0017	0	0
50	320	double	0.00682968	1.56287E-05	0.6096	0.00111355	0	0
50	330	random	0.00713464	0.000128306	0.0316	0.000489898	0	0
50	330	decycling	0.00661056	2.13578E-05	0.4663	0.00173494	0	0
50	330	double	0.00660795	2.27345E-05	0.6094	0.000663325	0	0
50	340	random	0.0068489	3.76102E-05	0.031	6.93889E-18	0	0
50	340	decycling	0.00638497	2.30717E-05	0.466	0.00173205	0	0
50	340	double	0.0063888	1.52233E-05	0.6094	0.000663325	0	0
50	350	random	0.00667399	8.72234E-05	0.031	6.93889E-18	0	0
50	350	decycling	0.00619029	1.41831E-05	0.4671	0.00175784	0	0
50	350	double	0.00619629	1.42244E-05	0.6094	0.000663325	0	0
20	30	random	0.168622	0.00792552	0.0443	0.00141774	0	0
20	30	decycling	0.161301	0.00724128	0.2142	0.007494	0	0
20	30	double	0.145906	0.000649779	0.2716	0.0074458	0	0
20	40	random	0.0898481	0.004564	0.0367	0.00100499	0	0
20	40	decycling	0.0783964	0.000988874	0.2035	0.00067082	0	0
20	40	double	0.071771	5.68074E-05	0.2652	0.0004	0	0
20	50	random	0.0627557	0.00315071	0.0364	0.00303974	0	0
20	50	decycling	0.0513098	0.0001397	0.2037	0.0032573	0	0
20	50	double	0.0502472	9.89714E-05	0.2642	0.0016	0	0
20	60	random	0.0479781	0.00124722	0.0341	0.0003	0	0
20	60	decycling	0.0400668	9.63912E-05	0.2017	0.0009	0	0
20	60	double	0.0399543	6.68802E-05	0.2641	0.00266271	0	0
20	70	random	0.0382107	0.000884088	0.0337	0.000640312	0	0
20	70	decycling	0.0333238	3.06607E-05	0.2043	0.00994032	0	0
20	70	double	0.0333166	0.000027581	0.2632	0.0004	0	0
20	80	random	0.0323151	0.000623081	0.0335	0.0005	0	0
20	80	decycling	0.0285511	2.40112E-05	0.2005	0.000921954	0	0
