0 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
50 8.81207018487518E-05 8.50338032493063E-05 7.04135541963181E-05 0.000158787356918 7.41590891567069E-05 6.54698653163774E-05 6.71288457689311E-05 6.58029908683865E-05 6.29252249336891E-05 4.2682302576691E-05 5.24358203047556E-05 4.71935318518127E-05 8.30527255777168E-05 4.97220286029851E-05 3.66042970332905E-05 3.46227154719978E-05
60 2.05777973020431E-05 9.43490596842091E-05 3.1260755158361E-05 6.18440302023874E-05 0.000112197850547 7.98633547617807E-05 0.000134980713906 1.41084512493072E-05 3.27045388316631E-05 5.99627921550024E-05 5.84116843939795E-05 5.3440005844476E-05 5.18332944601089E-05 8.08417309831602E-05 1.48243205140585E-05 5.87939613971276E-05
70 9.79139427269932E-05 3.8288371804937E-05 9.30151811283891E-05 8.94416305406653E-05 8.502162389078E-05 6.10074956430337E-05 3.10034827417673E-05 3.77603942261765E-05 7.2268287254124E-05 7.56041354290542E-05 6.25805825650396E-05 9.41826830571879E-05 5.97989617162396E-05 2.31642909870162E-05 6.11550222092124E-05 4.60690585160632E-05
80 5.41984789770086E-05 4.80226009126785E-05 3.62934058102469E-05 8.54290538947031E-05 3.54780094857184E-05 7.82711648313301E-05 7.01549954086719E-05 2.44741006334891E-05 2.04412897447339E-05 5.27926159351028E-05 4.1318979139914E-05 6.19128326471374E-05 6.70710426271201E-05 6.7295980946875E-05 5.14776424438179E-05 4.30568422509957E-05
90 6.1651758740186E-05 5.46578047842021E-05 3.87045908343641E-05 6.45140398244233E-05 5.76973627037216E-05 5.49669716938837E-05 2.90110261688668E-05 5.10205722246689E-05 2.56406180754892E-05 6.14058666156391E-05 5.51391922306033E-05 5.81817896402134E-05 5.88585514531354E-05 3.56357511811777E-05 2.7895669666051E-05 2.30744022371565E-05
100 9.76547530526183E-05 5.36340443956891E-05 5.86303325363509E-05 9.45346486211056E-05 5.65250091741035E-05 6.002509165984E-05 3.41120625023678E-05 0.000106174009542 2.76092202513321E-05 5.47240191935341E-05 4.73858653506009E-05 6.23097918672012E-05 7.19547587936067E-05 7.33023942323508E-05 6.45393326506674E-05 3.55904675604785E-05
110 3.74458230120307E-05 9.41697405269334E-05 1.39802560310225E-05 5.23288313093556E-05 2.14293936984647E-05 5.37460073715658E-05 5.40837638653873E-05 7.79503123344118E-05 1.78504956842381E-05 5.77396311990432E-05 6.24009551357591E-05 4.20594539744334E-05 2.53171128126806E-05 4.17284996373849E-05 4.17024814282813E-05 5.41383819824727E-05
120 1.68094053338606E-05 4.21929472406969E-05 4.28369788577063E-05 4.97621222166548E-05 4.39111403469481E-05 4.60699807463998E-05 3.42366194528756E-05 3.2928424446715E-05 5.46510414781139E-05 8.33203558815328E-05 5.80446252254669E-05 5.13610479771137E-05 3.82185147336462E-05 9.99685761938766E-05 5.25845365231336E-05 4.94483517031906E-05
130 2.72076255260092E-05 4.6395717948583E-05 3.06751312236574E-05 1.83786656561374E-05 3.94890030702303E-05 6.89864678143859E-05 2.98571443405829E-05 8.29743431705239E-05 5.69111069761917E-05 3.58145032690638E-05 8.63807809258889E-05 2.49437949693596E-05 1.49858218582236E-05 3.71091220147376E-05 4.87681142686626E-05 5.61318267295344E-05
140 6.38081936396906E-05 2.13450165699662E-05 7.54386609807227E-05 4.11128633024775E-05 5.9744629907784E-05 3.7548236656771E-05 4.50364621278507E-05 8.48152901524679E-05 2.60877385669346E-05 6.2602264826518E-05 3.19027282185842E-05 5.12161224312279E-05 4.65909530274298E-05 3.3271489597913E-05 6.40027828528993E-05 3.2693314076544E-05
150 7.08081242442425E-05 3.53578672716639E-05 5.0406566339558E-05 6.41739906638943E-05 5.09096686928534E-05 2.01954074308764E-05 2.82379191527447E-05 6.51510266127299E-05 3.11555094921981E-05 2.98896782357051E-05 1.89168457070614E-05 2.93357047590228E-05 5.60344291550111E-05 5.80547511820295E-05 5.61990011881967E-05 6.36608017249891E-05
160 3.07271587585582E-05 6.50125386214311E-05 4.97100728302227E-05 6.55584611046475E-05 4.80729132810945E-05 2.19549073701411E-05 5.99653194223463E-05 3.32723878424281E-05 3.67460093844585E-05 3.78075463988933E-05 3.32449724541809E-05 3.04544574753325E-05 7.16630371191907E-05 4.56629926174465E-05 5.22986399410664E-05 2.1463185322348E-05
170 5.75187177026958E-05 3.55326252288483E-05 5.64358181905805E-05 5.9496942440377E-05 6.57992230011281E-05 3.26768294152812E-05 2.86123254999579E-05 7.7120507213027E-05 3.6723032229107E-05 3.77756124153977E-05 4.22474399234913E-05 5.94431209507477E-05 3.3973418815685E-05 8.91607433720582E-05 4.76941612437108E-05 1.9026447362461E-05
180 1.17405048539503E-05 2.98625065358136E-05 7.22408141776951E-05 4.27974850549399E-05 1.26901783735668E-05 3.91256396209539E-05 2.85519640296744E-05 4.20887531327998E-05 4.14811256757701E-05 3.49312071981099E-05 3.24325446326523E-05 4.41611938835843E-05 3.54553624283921E-05 3.25682654726461E-05 3.47302433833483E-05 3.44135358721762E-05
190 2.44248819711485E-05 3.60923611608653E-05 4.68208067595539E-05 3.09040230753339E-05 4.68762384263602E-05 1.98255086027708E-05 5.37031807908689E-05 7.59260635712195E-05 4.56497532625255E-05 5.03872834982101E-05 5.39244689655582E-05 3.2166233807051E-05 4.10811366372144E-05 5.65744486062481E-05 1.95492495734037E-05 6.20300908489427E-05
200 6.88553843848487E-05 5.14591891668953E-05 4.9612254939277E-05 2.75681452657942E-05 3.40216128928109E-05 2.19602698897162E-05 5.05518801720499E-05 2.82602889157274E-05 5.93080621601694E-05 2.84919819949353E-05 3.68591681031631E-05 2.96961293425854E-05 1.44640060183088E-05 3.14165198230447E-05 5.45992897141733E-05 3.1464750704979E-05
