0 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
50 0.042674 0.043344 0.044414 0.045452 0.046509 0.047711 0.048887 0.050012 0.051224 0.052683 0.054158 0.055505 0.057214 0.05885 0.060583 0.062516
60 0.035347 0.035746 0.036348 0.037004 0.037738 0.038407 0.039185 0.039989 0.040817 0.041664 0.04258 0.043526 0.044549 0.045493 0.046498 0.047678
70 0.030207 0.030219 0.030768 0.031226 0.031766 0.032218 0.032806 0.03332 0.033866 0.03456 0.035104 0.035706 0.036422 0.037113 0.037767 0.038492
80 0.025876 0.026356 0.026687 0.027069 0.027419 0.027775 0.028174 0.028594 0.029035 0.029466 0.029848 0.030331 0.030836 0.031196 0.031756 0.032222
90 0.02296 0.023275 0.023577 0.023802 0.024042 0.024454 0.024657 0.024967 0.0253 0.025618 0.025973 0.026292 0.02672 0.027056 0.027425 0.027826
100 0.020617 0.020828 0.021076 0.021286 0.021514 0.021788 0.022019 0.022215 0.022392 0.02269 0.02292 0.0233 0.023495 0.023826 0.024121 0.024378
110 0.018746 0.018917 0.01902 0.019247 0.01943 0.019638 0.019829 0.02003 0.020196 0.020367 0.020601 0.020821 0.021046 0.021253 0.021554 0.02174
120 0.017048 0.017268 0.01736 0.017579 0.017716 0.017862 0.018005 0.018213 0.018341 0.018534 0.018695 0.018928 0.019055 0.019202 0.019454 0.019658
130 0.015615 0.015913 0.015951 0.016113 0.016265 0.016389 0.016559 0.016714 0.016822 0.016986 0.017123 0.017206 0.017405 0.017535 0.017715 0.017837
140 0.014671 0.014705 0.014785 0.014924 0.015078 0.015122 0.015258 0.015388 0.015516 0.015651 0.015731 0.015892 0.015994 0.016106 0.016341 0.016414
150 0.013447 0.013668 0.013816 0.013831 0.014021 0.014102 0.014172 0.014285 0.014386 0.014487 0.014587 0.014693 0.014814 0.014933 0.015027 0.015156
160 0.0128 0.012766 0.012886 0.012923 0.013029 0.013148 0.013289 0.013339 0.013449 0.013491 0.013597 0.013687 0.013802 0.013859 0.013937 0.014066
170 0.011962 0.012021 0.012137 0.012132 0.012242 0.012352 0.012444 0.012552 0.012572 0.012675 0.012798 0.012812 0.012897 0.012969 0.013112 0.013125
180 0.011267 0.01138 0.011437 0.011507 0.011618 0.011627 0.011689 0.011759 0.01184 0.01191 0.011977 0.011993 0.012104 0.012203 0.012312 0.012357
190 0.010651 0.010744 0.010795 0.010884 0.010925 0.011017 0.011054 0.011136 0.011177 0.011263 0.011324 0.011327 0.01145 0.011462 0.011588 0.011644
200 0.010086 0.010159 0.010244 0.010286 0.010335 0.01041 0.010462 0.01048 0.010581 0.010615 0.010695 0.010736 0.010783 0.010888 0.010934 0.010962
