0 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
20 5.68447383213402E-05 8.2590827713005E-05 0.000119985192695 8.64454330111609E-05 0.00013501710016 0.000128820067647 0.000161322521027 9.50660387326916E-05 0.000150923729515 0.000275306669467 0.000279925703952 0.000108234858157 0.000209584833018 0.000111782392535 0.000163154064221 0
30 8.45316428689213E-05 7.00265747826231E-05 0.000118451967013 8.0679575533847E-05 2.80318145262506E-05 9.08819932117866E-05 0.000112139407384 0.000141544329323 5.75622700519773E-05 5.47062827524425E-05 5.81048339542653E-05 8.00918663437502E-05 0.000147903953148 0.000163698086052 9.55227751760653E-05 0.000223776703411
40 9.2934475797476E-05 7.55313712365042E-05 0.000106556789718 5.14539803729609E-05 5.73264083376826E-05 5.7674569772328E-05 6.82799677681071E-05 4.15144746682776E-05 9.51124308825156E-05 9.42077521227635E-05 4.34908669339211E-05 7.87006261575839E-05 9.62085764073323E-05 6.2102224984764E-05 7.83827612329422E-05 5.99758590456401E-05
50 3.70697177903014E-05 0.000126579119623 4.73343505130917E-05 2.49915907463463E-05 7.92592925196916E-05 4.07955996911573E-05 7.7313937669053E-05 5.11844332127565E-05 6.16303302116572E-05 5.87123345206589E-05 3.05067038514612E-05 5.57675030263354E-05 5.49171806664376E-05 3.94305506158017E-05 8.33983620599691E-05 5.46753606028477E-05
60 5.06147601340558E-05 9.32280989251109E-05 9.83727680426045E-05 9.52512188430656E-05 6.20095796293758E-05 0.000107515155997 5.68415117714596E-05 8.03313328543265E-05 5.77401823576939E-05 3.60920233952969E-05 6.78090030635818E-05 5.61732185319612E-05 6.36359143224506E-05 3.41469449085483E-05 5.78821907088182E-05 6.47360653341145E-05
70 6.91362366144382E-05 9.24730583686317E-05 6.66824732762907E-05 5.79020937741343E-05 0.000111523453485 3.83271590465209E-05 8.34586156904163E-05 8.62829250151872E-05 8.33490450964885E-05 6.24551218012373E-05 3.18408045340335E-05 3.48056748100398E-05 5.88718040981111E-05 6.52584070310308E-05 4.85073888905088E-05 5.78472141195661E-05
80 7.48869422009271E-05 0.000112238416343 3.73067360887061E-05 1.75110652372941E-05 3.80877113057765E-05 8.40691595651146E-05 3.5835561310396E-05 2.72374075349644E-05 5.0286097700339E-05 8.18147368246222E-05 4.61121698660006E-05 3.77447817669064E-05 7.40594106175924E-05 2.03803989991338E-05 4.92372215351872E-05 3.58864357980634E-05
90 6.38079034788098E-05 2.82607924743423E-05 8.45764009518791E-05 6.29142123348789E-05 5.39394258243686E-05 7.36115649020046E-05 5.75343195930832E-05 3.9209852174926E-05 6.17983923211976E-05 4.52582512176722E-05 5.15887343578889E-05 5.03145082743552E-05 5.15784622828669E-05 3.65388281391788E-05 8.31531595897436E-05 1.70367055976209E-05
100 6.61775641780301E-05 0.000103060425156 5.76282745348076E-05 6.28665418392344E-05 6.5929030570297E-05 2.94120250648279E-05 8.23831604608367E-05 6.7072198186267E-05 8.31585163401609E-05 1.86830565920376E-05 7.92713467002439E-05 5.10199090534162E-05 5.37648242309357E-05 2.84369436743611E-05 2.47796593346953E-05 1.47322189856141E-05
110 8.85317313723233E-05 4.74023318910557E-05 4.8238908270146E-05 8.46351112397433E-05 7.7114326923637E-05 6.95175894974414E-05 7.77501345743625E-05 3.95648278914864E-05 9.52588702945271E-05 6.6394672518467E-05 4.12976061441905E-05 6.60086425215233E-05 5.79918148674488E-05 4.49433453169114E-05 5.70251841102804E-05 3.36374834202887E-05
120 5.98122029530622E-05 6.46435299678317E-05 5.60002800626058E-05 1.62850577994089E-05 3.05460256928143E-05 9.15373549042028E-05 7.19629580136744E-05 5.94400086597621E-05 7.30689224093323E-05 6.66339274181212E-05 3.55622910521313E-05 0.000105132986613 7.33538935026648E-05 5.28039585953578E-05 7.72007570987314E-05 6.2276733417532E-05
130 4.14941587470763E-05 4.57691810301919E-05 7.19529930506525E-05 6.00055590597696E-05 5.54064165299388E-05 2.99361732259314E-05 5.18478957250195E-05 1.85757317290619E-05 5.85817916019863E-05 3.91632970691275E-05 3.61553931923214E-05 1.30750745499102E-05 7.33073138133285E-05 2.24806871282513E-05 8.14270332358278E-05 2.57483930618887E-05
140 4.65061976310751E-05 2.97416765541165E-05 2.8471964370791E-05 5.0964711593962E-05 5.18439011976944E-05 5.81878767139446E-05 4.51687118213642E-05 3.18789894440069E-05 3.16266699908806E-05 3.74469882197369E-05 7.13464004589718E-05 3.77714268768085E-05 8.93917749658306E-05 3.89394158145364E-05 4.95604878913964E-05 2.57579569053857E-05
150 3.48851051451908E-05 4.95366051144387E-05 2.85894988816914E-05 4.92467267954447E-05 8.68107750701635E-05 7.21292568465655E-05 4.18352148368693E-05 2.70514127176663E-05 6.08469246409864E-05 6.85328244970995E-05 6.50441377566292E-05 3.05617590429225E-05 9.89533531772509E-05 4.55654345854153E-05 5.81410094040198E-05 2.31381270089287E-05
160 9.46126036450079E-05 2.56330876867812E-05 3.30007167962927E-05 4.30844789847768E-05 6.24364794791887E-05 6.10035212072824E-05 4.59541218985473E-05 5.3656339452866E-05 7.88645409336616E-05 2.58972049908965E-05 6.34338549131251E-05 3.5640956043734E-05 5.23970118283736E-05 5.89294915055246E-05 5.6730024006226E-05 3.70931942660308E-05
170 2.38025503072135E-05 3.66532569043801E-05 2.97994119940894E-05 2.23431459428634E-05 6.86987906073277E-05 3.27622618826806E-05 3.09998047858159E-05 6.70391933029347E-05 1.91999793364898E-05 3.5463210076165E-05 3.52912918986914E-05 3.89393890270368E-05 4.54338114388081E-05 8.79469481188541E-05 1.52922695486031E-05 1.68882422250219E-05
180 4.27207236745267E-05 7.62672216196419E-05 4.85446882897458E-05 6.15100669988841E-05 4.41136337834176E-05 6.87950036749931E-05 3.34848049488514E-05 5.90170922471931E-05 1.77541758681388E-05 4.39458273719768E-05 3.48681347708442E-05 5.49640436187929E-05 2.22769097438533E-05 5.24933572750535E-05 1.72859801361311E-05 4.62093219601345E-05
190 7.07523310919316E-05 3.36834225840159E-05 4.16176478430973E-05 6.15322637729112E-05 3.67151200403552E-05 5.95235139523577E-05 2.46337894690263E-05 6.14028161929548E-05 3.05711261371026E-05 3.55587650936521E-05 4.81894278585543E-05 3.20653223395142E-05 4.9658005651087E-05 2.75425577718774E-05 4.3213684895869E-05 2.85621024253855E-05
200 3.98868377803446E-05 2.97899348038717E-05 3.71593701928032E-05 6.38770692234422E-05 4.94090000350138E-05 5.39413330155981E-05 2.12473221944896E-05 2.7259271016354E-05 2.67542563890571E-05 7.95532847234553E-05 3.55161908210489E-05 5.05046452239618E-05 4.26122229859296E-05 2.71402594125509E-05 4.58283312204472E-05 4.16633394928195E-05
