0 6 7 8 9 10 11
20 0.111438557192786 0.114807288843733 0.119624037368262 0.126783014264114 0.137361436252926 0.15129731297313
30 0.071752158760794 0.072851637109823 0.074512121584851 0.076043808350467 0.077831500483504 0.079820798207982
40 0.052682063410317 0.053430320581924 0.054326380284662 0.055146641173129 0.056025104225938 0.056889768897689
50 0.041645408227041 0.042111252667516 0.042780099460696 0.043135745085961 0.043746993722944 0.044318443184432
60 0.034585372926865 0.034835609013654 0.035136245953722 0.035570284562277 0.035890123011107 0.036316763167632
70 0.029387146935735 0.029675378052268 0.029879809158664 0.030222441779534 0.03037207334866 0.030749907499075
80 0.025703128515643 0.025816154896929 0.026049182344277 0.02624400995208 0.026397637578738 0.02659606596066
90 0.022712513562568 0.022943137658826 0.023034361240529 0.023153385227082 0.023371210340893 0.023460834608346
100 0.020426502132511 0.020538523231139 0.020761945333617 0.020744165953328 0.020882787945092 0.021063610636106
110 0.018506092530463 0.01859751158507 0.018719331035317 0.018830550644405 0.018902770124931 0.019038790387904
120 0.016979684898425 0.016998301989812 0.017100919706438 0.017161337290698 0.017271955447599 0.01740397403974
130 0.01561367806839 0.015714894289366 0.015788310518174 0.015820726565813 0.01591954327589 0.015963959639596
140 0.014508672543363 0.014523687142123 0.014641502490518 0.014715717725742 0.014740932668394 0.014836148361484
150 0.013556067780339 0.013576681460089 0.013580095060666 0.013675909407275 0.013723723513512 0.013776537765378
160 0.012656463282316 0.012703676222057 0.012747889235225 0.01281030248242 0.012852115669041 0.012890728907289
170 0.011918859594298 0.011965671794031 0.011958083706586 0.012018896151169 0.012048908440176 0.012126721267213
180 0.011269456347282 0.011299667798007 0.011310279171954 0.011344690757526 0.011332901996118 0.01139691396914
190 0.010645653228266 0.010701664209985 0.010698674890724 0.010749285994288 0.010789697107274 0.010862908629086
200 0.010084850424252 0.010167861007166 0.010160671124698 0.010181681453452 0.010216091944828 0.010237702377024
