0.000000000000000000e+00 1.000000000000000000e+02
1.500000000000000000e+02 8.304314335939630529e-05
1.600000000000000000e+02 5.959955944406657602e-05
1.700000000000000000e+02 3.897738353832995737e-05
1.800000000000000000e+02 6.897653829049163314e-05
1.900000000000000000e+02 1.125840200585796530e-04
2.000000000000000000e+02 5.396274424726074653e-05
2.100000000000000000e+02 6.004928900127552092e-05
2.200000000000000000e+02 3.496974201966073230e-05
2.300000000000000000e+02 2.542210515383607280e-05
2.400000000000000000e+02 3.107333617690953743e-05
2.500000000000000000e+02 3.298421223792882530e-05
