0 6 7 8 9 10 11 12 13 14 15 16 17 18
20 0.000177781 0.0001092904 5.877319E-05 0.000129717 0.0001104093 0.0001733776 0.000135182 0.0001920133 0.0002333051 0.0001488542 0.000162898700313 0.000150411308387 0.000143287682432
30 0.0001318833 6.335336E-05 7.851017E-05 7.13235E-05 9.035213E-05 0.0001841405 0.0001019756 5.997071E-05 0.0001111644 0.0001082316 0.000109948050298 8.57421639985493E-05 0.000230682050873
40 0.0001249432 5.276546E-05 8.782407E-05 8.312804E-05 7.602857E-05 5.948303E-05 8.588459E-05 8.518928E-05 7.577433E-05 6.495135E-05 6.78E-05 6.59346722283264E-05 5.83939096431392E-05
50 0.0001132373 0.0001073125 4.572734E-05 5.756434E-05 9.039772E-05 6.146605E-05 6.549087E-05 8.334943E-05 0.0001247532 4.395787E-05 5.89E-05 4.09806691987737E-05 4.62497212961604E-05
60 6.918011E-05 0.0001197528 8.507703E-05 9.059653E-05 3.612013E-05 7.117543E-05 5.309446E-05 2.907267E-05 5.772215E-05 7.15535E-05 4.97E-05 4.78891864215825E-05 5.94004205539293E-05
70 0.0001132589 9.874066E-05 2.241801E-05 8.534376E-05 8.52477E-05 6.089264E-05 4.886607E-05 7.763185E-05 5.457176E-05 4.364921E-05 6.85E-05 4.68154232534778E-05 4.08096559372461E-05
80 3.644521E-05 0.0001099577 4.586708E-05 4.286571E-05 9.620897E-06 4.989399E-05 3.493804E-05 7.622007E-05 7.633709E-05 4.834941E-05 8.31E-05 4.77948173202413E-05 5.78778866002025E-05
90 4.432899E-05 6.124218E-05 6.316816E-05 5.646141E-05 3.562054E-05 4.573272E-05 5.253856E-05 5.810199E-05 0.000101278 5.247778E-05 5.15E-05 5.47107100025769E-05 3.99434719234731E-05
100 8.753237E-05 0.0001006 8.192835E-05 5.592683E-05 2.877803E-05 6.70815175599799E-05 3.935523E-05 5.319237E-05 7.775858E-05 3.543833E-05 4.77E-05 5.01937023487475E-05 6.72560825836178E-05
110 3.16901641980406E-05 3.88796611312061E-05 5.88559508544635E-05 3.1814908115393E-05 3.12500662274724E-05 5.08670712156279E-05 7.00564472494163E-05 7.10653301367488E-05 5.88582906847236E-05 4.78587488386803E-05 2.09669908275297E-05 7.40561443224348E-05 3.82022174710029E-05
120 3.58921567411566E-05 5.17175450174811E-05 4.7013045245671E-05 7.09614310343382E-05 4.30911594382269E-05 2.84788147442475E-05 5.74428626891355E-05 3.10964514369857E-05 2.86704326022819E-05 6.86637419062566E-05 3.72639870098457E-05 4.21074228332926E-05 4.1302283317766E-05
130 2.67483031275429E-05 3.80895290375631E-05 4.09716900459293E-05 8.48733450198058E-05 5.81645528978467E-05 2.31467475431855E-05 4.35276070359339E-05 5.03295368346196E-05 4.1150978562902E-05 4.60589617528054E-05 1.5957489042198E-05 5.13349746309032E-05 5.69744241788448E-05
140 6.78194836755349E-05 5.88174214873482E-05 2.22766221086185E-05 5.21363355388282E-05 5.04916341605789E-05 3.12257262958612E-05 3.99473590090232E-05 6.12393426171778E-05 6.61096677040761E-05 4.80865485833858E-05 6.30353877653785E-05 6.88186251652589E-05 5.84593633834808E-05
150 4.24897845864271E-05 2.93283394132761E-05 4.33342974264769E-05 4.54958222841857E-05 4.52577589806464E-05 8.34017923264516E-05 6.20200433078743E-05 3.22765805681342E-05 6.14420736187458E-05 5.62587287324584E-05 3.76961611384715E-05 5.00863764416133E-05 6.65188839498318E-05
160 3.60912337640384E-05 3.03474568850435E-05 2.92739646107005E-05 2.69565262426987E-05 2.40915326853312E-05 5.42133504456055E-05 6.06484614057549E-05 4.48672563676422E-05 1.79736224427632E-05 2.64321123437043E-05 3.73240052620682E-05 4.50323192231804E-05 7.88770870119137E-05
170 3.60091061160796E-05 4.72085349989229E-05 4.67274580198448E-05 3.65372587608633E-05 6.24934403931221E-05 6.76687527197166E-05 6.45525538873878E-05 4.56750143113784E-05 3.5527388761273E-05 3.21836470264378E-05 3.96872776253498E-05 2.2935209683664E-05 1.87020597847393E-05
180 4.26681077915503E-05 6.43618882099852E-05 7.4933635439083E-05 3.73397387783879E-05 4.49207197757491E-05 6.42720690312891E-05 3.80393106046488E-05 3.20291153184054E-05 7.23926007809968E-05 4.85286899724528E-05 1.32366537034771E-05 4.89349171912994E-05 4.98219721356781E-05
190 3.02616765232125E-05 2.27473759328508E-05 5.0026121071214E-05 2.91383293697484E-05 3.66095585513825E-05 1.75205594085059E-05 3.32482597511234E-05 1.75432732926593E-05 2.96288563212569E-05 3.71863997069918E-05 2.1949175238811E-05 3.60670139581396E-05 3.95228071702416E-05
200 2.63211460150899E-05 5.52619911149466E-05 3.05812910106209E-05 4.19556513348702E-05 1.46341155609732E-05 3.8592700119565E-05 4.03470649777579E-05 7.50358108231876E-05 1.98960126219366E-05 3.90255351640022E-05 5.32885914468704E-05 3.29408255416605E-05 1.88044772691659E-05
