0.000000000000000000e+00 1.000000000000000000e+02
1.500000000000000000e+02 3.398099999999999732e-02
1.600000000000000000e+02 2.701399999999999982e-02
1.700000000000000000e+02 2.278700000000000170e-02
1.800000000000000000e+02 1.969200000000000117e-02
1.900000000000000000e+02 1.713100000000000039e-02
2.000000000000000000e+02 1.519399999999999917e-02
2.100000000000000000e+02 1.383000000000000028e-02
2.200000000000000000e+02 1.273900000000000032e-02
2.300000000000000000e+02 1.180999999999999932e-02
2.400000000000000000e+02 1.104199999999999973e-02
2.500000000000000000e+02 1.039799999999999926e-02
