0.000000000000000000e+00 1.000000000000000000e+02
1.500000000000000000e+02 8.970435688116495390e-05
1.600000000000000000e+02 5.129393636125634557e-05
1.700000000000000000e+02 5.952063894959735936e-05
1.800000000000000000e+02 4.194053644283878034e-05
1.900000000000000000e+02 3.787923011521226633e-05
2.000000000000000000e+02 7.106005128796366349e-05
2.100000000000000000e+02 3.252020419256078908e-05
2.200000000000000000e+02 2.754607466921670905e-05
2.300000000000000000e+02 2.590542914449884060e-05
2.400000000000000000e+02 2.576001788637669306e-05
2.500000000000000000e+02 2.637387144532122844e-05
