0.000000000000000000e+00 1.000000000000000000e+02
1.500000000000000000e+02 3.810499999999999998e-02
1.600000000000000000e+02 3.163099999999999939e-02
1.700000000000000000e+02 2.658800000000000052e-02
1.800000000000000000e+02 2.261799999999999922e-02
1.900000000000000000e+02 1.935999999999999874e-02
2.000000000000000000e+02 1.700899999999999981e-02
2.100000000000000000e+02 1.515200000000000054e-02
2.200000000000000000e+02 1.365800000000000000e-02
2.300000000000000000e+02 1.245300000000000053e-02
2.400000000000000000e+02 1.147100000000000029e-02
2.500000000000000000e+02 1.068099999999999952e-02
