0 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20
20 0.000197220052116 0.000118836061293 0.000203651124797 0.000127778015458 0.000210419953841 0.000190645657993 0.000145449047494 0.000219136926365 0.000203275267395 0.000305403293326 0.000211276451887 0.000398553438066 0.000343197326091 0.000244267369856 0
30 0.000174197771076 0.000211772467921 0.000145477339439 0.000223997684801 0.000122616926349 9.99197662036652E-05 0.00015665854563 0.000137289083165 0.000252713870733 7.38240651733864E-05 0.000195393207012 0.000178723423585 0.000189065531883 0.000257384196984 0.000232112488411
40 0.000144292924996 0.000133695379474 0.000180517634072 6.26978699487886E-05 0.000130588464111 0.000113535975827 0.000134175989164 0.000152108892861 0.000166421633496 0.000126764545263 0.000111048322586 0.000167282561743 8.1947717006773E-05 0.000117083959222 0.000172167611279
50 0.000177517760026 0.000207632264671 0.000123312825302 9.68255648185952E-05 0.000119089946185 8.64429837930275E-05 0.000199561108779 0.000170297551439 0.000162754197204 0.000101591579286 0.000119207492674 8.79286495082134E-05 0.000105068241321 0.000118102760903 0.000184488084575
60 8.03521285622497E-05 0.000110465860935 9.85103845270457E-05 0.000142577997091 8.57315128611766E-05 0.000107783080039 7.37110543431061E-05 4.61195300058322E-05 0.000126534802662 0.000106805989571 6.58292488467327E-05 0.000173187527835 0.000130280992788 0.000150979007151 0.000167209636188
70 0.000158642527948 0.000100557850724 7.16959689530421E-05 0.000127992586163 0.000115811922625 0.000113773542122 0.000100695894014 9.93220859407493E-05 0.000151423235172 6.17467954951656E-05 0.000103421858811 0.000136033643486 9.38981350756452E-05 5.02856940950177E-05 0.000211009222381
80 7.01898088469358E-05 0.000135627359838 5.86260020634628E-05 8.88187267402241E-05 0.000113446338241 1.86763748116359E-05 0.000104188285393 8.88231352072674E-05 5.1380041233716E-05 6.30900265419202E-05 3.2878449317594E-05 0.000123226319864 6.75603077858389E-05 5.98622502454029E-05 9.95677493891268E-05
90 0.000126228044961 3.60424137457564E-05 5.44378681488874E-05 7.4523076014522E-05 6.73486573346659E-05 7.24079060432832E-05 4.32550709373964E-05 0.000160509869847 6.15247788872022E-05 6.78991096200147E-05 5.1887578176451E-05 4.7948238429432E-05 0.000142816432795 2.24806181732442E-05 7.06735438384786E-05
100 9.28026191604852E-05 4.25368277204047E-05 4.33897033550219E-05 6.35155457139007E-05 9.1701206989458E-05 7.18505619292488E-05 4.49956057971772E-05 0.000108736579704 8.58670582976849E-05 0.000102839953945 5.72386083601923E-05 0.000138553867881 0.00013122661883 0.000111041811433 0.000103237614271
