0 7 8 9 10 11 12 13
20 0.00030763575865 0.000141808885476 0.000112207664622 8.42439315321877E-05 7.18586911881599E-05 0 0.00012073818726
30 0.000119355603136 7.32737333565027E-05 8.73407121564729E-05 0.000114041395993 0.000101697162451 0.0001029943366 8.5261565009E-05
40 0.000110837538767 0.000141518903331 9.21055915783629E-05 4.51734435260358E-05 8.68621590179818E-05 4.6368602532E-05 0.00011340224266
50 4.24150916537959E-05 0.000102650864585 9.13324564434786E-05 5.0548986142158E-05 6.85876313606904E-05 0.00010809559224 4.7957222575E-05
60 0.000114806620018 9.60054165138611E-05 9.97268268822384E-05 8.39061380353066E-05 9.48140050436023E-05 8.8547910733E-05 4.8181902366E-05
70 0.000104963993826 6.86830401190863E-05 9.92338651872437E-05 9.95851394536351E-05 2.05661470412743E-05 5.9807012055E-05 7.890595305E-05
80 5.87108167206006E-05 0.000131985756807 7.75979381169374E-05 3.73577301237637E-05 4.76804098219782E-05 4.6779142169E-05 2.2175928446E-05
90 7.8920212873509E-05 4.00978802432249E-05 6.50925494968508E-05 2.90131004892613E-05 6.20312430234995E-05 4.3453441063E-05 6.4375922996E-05
100 7.76314369311816E-05 9.86440064068773E-05 7.99434800343333E-05 6.49288841733781E-05 3.9483845031729E-05 5.7106144539E-05 8.0063436366E-05
110 5.56722299953464E-05 3.69239635906056E-05 4.34146306809335E-05 5.60454863435341E-05 3.72158125807546E-05 4.38611710219673E-05 3.06754394173331E-05
120 0 5.05390518175347E-05 3.62880292803681E-05 2.91440437943394E-05 4.93683157231518E-05 3.18537646511103E-05 3.82961512174993E-05
130 0 3.46897225012953E-05 4.82555412093479E-05 5.44379770256037E-05 6.41285506628705E-05 2.87057159516902E-05 3.28917309460505E-05
140 0 5.86498777248994E-05 7.68053017993721E-05 5.01163167981281E-05 3.64694963810553E-05 5.4183250066655E-05 4.63798622883819E-05
150 0 0 5.06466291191476E-05 7.86391207574371E-06 1.51739168738314E-05 5.74079480942866E-05 3.94740091264252E-05
160 0 0 2.99428513193405E-05 3.25861797911025E-05 2.47031655392257E-05 1.83130384710386E-05 4.06816877692524E-05
170 0 0 1.744720236767E-05 1.80489851171516E-05 4.56619611929899E-05 4.41620074949943E-05 5.8373982047073E-05
180 0 0 5.69193450136423E-05 4.58942034774741E-05 3.94840799638777E-05 1.65965677108248E-05 2.13581588166457E-05
190 0 0 2.87265243870266E-05 3.14581915093744E-05 3.28369817903148E-05 1.14962127489004E-05 2.04882911542506E-05
200 0 0 5.94189909846831E-05 3.52105426822886E-05 4.69940239657382E-05 1.80068635080543E-05 4.57607938841166E-05
