0.000000000000000000e+00 5.000000000000000000e+01
8.000000000000000000e+01 5.241799999999999932e-02
9.000000000000000000e+01 3.849999999999999950e-02
1.000000000000000000e+02 2.997800000000000117e-02
1.100000000000000000e+02 2.514800000000000021e-02
1.200000000000000000e+02 2.186199999999999949e-02
1.300000000000000000e+02 1.955300000000000094e-02
1.400000000000000000e+02 1.779299999999999979e-02
1.500000000000000000e+02 1.633700000000000083e-02
1.600000000000000000e+02 1.508299999999999919e-02
1.700000000000000000e+02 1.405400000000000052e-02
1.800000000000000000e+02 1.311700000000000019e-02
1.900000000000000000e+02 1.229599999999999964e-02
2.000000000000000000e+02 1.162099999999999939e-02
