0.000000000000000000e+00 5.000000000000000000e+01
8.000000000000000000e+01 5.331452477658954524e-05
9.000000000000000000e+01 8.947080235014335191e-05
1.000000000000000000e+02 7.061394089154959157e-05
1.100000000000000000e+02 8.779177242905408232e-05
1.200000000000000000e+02 9.914314526985087267e-05
1.300000000000000000e+02 6.581994037922155570e-05
1.400000000000000000e+02 7.131857015501381555e-05
1.500000000000000000e+02 6.939677188319314297e-05
1.600000000000000000e+02 7.904816474155035007e-05
1.700000000000000000e+02 4.643760681874491364e-05
1.800000000000000000e+02 6.118011773182490656e-05
1.900000000000000000e+02 4.618191211114814980e-05
2.000000000000000000e+02 2.421688401558136562e-05
