0.000000000000000000e+00 5.000000000000000000e+01
8.000000000000000000e+01 5.234500000000000264e-02
9.000000000000000000e+01 3.848300000000000332e-02
1.000000000000000000e+02 2.997999999999999970e-02
1.100000000000000000e+02 2.515500000000000028e-02
1.200000000000000000e+02 2.186300000000000049e-02
1.300000000000000000e+02 1.954600000000000087e-02
1.400000000000000000e+02 1.779400000000000079e-02
1.500000000000000000e+02 1.633799999999999836e-02
1.600000000000000000e+02 1.505899999999999947e-02
1.700000000000000000e+02 1.405600000000000079e-02
1.800000000000000000e+02 1.311299999999999966e-02
1.900000000000000000e+02 1.233899999999999927e-02
2.000000000000000000e+02 1.157900000000000075e-02
