0.000000000000000000e+00 5.000000000000000000e+01
8.000000000000000000e+01 6.114800000000000096e-02
9.000000000000000000e+01 4.395700000000000301e-02
1.000000000000000000e+02 3.327299999999999702e-02
1.100000000000000000e+02 2.688400000000000165e-02
1.200000000000000000e+02 2.265100000000000099e-02
1.300000000000000000e+02 1.989399999999999849e-02
1.400000000000000000e+02 1.792499999999999996e-02
1.500000000000000000e+02 1.639099999999999932e-02
1.600000000000000000e+02 1.510099999999999984e-02
1.700000000000000000e+02 1.405600000000000079e-02
1.800000000000000000e+02 1.311299999999999966e-02
1.900000000000000000e+02 1.231800000000000082e-02
2.000000000000000000e+02 1.159199999999999987e-02
