0.000000000000000000e+00 5.000000000000000000e+01
8.000000000000000000e+01 1.111201383883949072e-04
9.000000000000000000e+01 1.179172726267203013e-04
1.000000000000000000e+02 7.372060916213808268e-05
1.100000000000000000e+02 5.869388204017694246e-05
1.200000000000000000e+02 4.819753194029896450e-05
1.300000000000000000e+02 4.743211599066955248e-05
1.400000000000000000e+02 1.815554037844668262e-05
1.500000000000000000e+02 4.791629923293548138e-05
1.600000000000000000e+02 4.521534816819686230e-05
1.700000000000000000e+02 2.747771203281005399e-05
1.800000000000000000e+02 4.500272050513089329e-05
1.900000000000000000e+02 8.424213709779650869e-06
2.000000000000000000e+02 3.418093670436220922e-05
