0.000000000000000000e+00 5.000000000000000000e+01
8.000000000000000000e+01 6.114599999999999896e-02
9.000000000000000000e+01 4.395199999999999801e-02
1.000000000000000000e+02 3.332100000000000339e-02
1.100000000000000000e+02 2.685299999999999840e-02
1.200000000000000000e+02 2.267900000000000124e-02
1.300000000000000000e+02 1.988600000000000090e-02
1.400000000000000000e+02 1.795499999999999874e-02
1.500000000000000000e+02 1.639099999999999932e-02
1.600000000000000000e+02 1.514500000000000048e-02
1.700000000000000000e+02 1.407599999999999997e-02
1.800000000000000000e+02 1.310799999999999986e-02
1.900000000000000000e+02 1.232300000000000062e-02
2.000000000000000000e+02 1.161399999999999932e-02
