0.000000000000000000e+00 5.000000000000000000e+01
8.000000000000000000e+01 7.052291705329885889e-05
9.000000000000000000e+01 8.526949165114816489e-05
1.000000000000000000e+02 4.738352472661851671e-05
1.100000000000000000e+02 3.547329532212597695e-05
1.200000000000000000e+02 1.903310867803818284e-05
1.300000000000000000e+02 1.383683502892733234e-05
1.400000000000000000e+02 2.406290494743109560e-05
1.500000000000000000e+02 2.900529693442978032e-05
1.600000000000000000e+02 6.189848987462050569e-05
1.700000000000000000e+02 1.614295514846821758e-05
1.800000000000000000e+02 3.046866398916054652e-05
1.900000000000000000e+02 1.576661347669766898e-05
2.000000000000000000e+02 3.322567941895579610e-05
