0.000000000000000000e+00 5.000000000000000000e+01
8.000000000000000000e+01 6.335210569871860286e-05
9.000000000000000000e+01 3.590962666000279752e-05
1.000000000000000000e+02 6.640638465949186818e-05
1.100000000000000000e+02 6.038187691965043677e-05
1.200000000000000000e+02 1.028817243861307842e-05
1.300000000000000000e+02 2.830298176538065293e-05
1.400000000000000000e+02 1.697187735440645203e-05
1.500000000000000000e+02 5.368048535814543985e-05
1.600000000000000000e+02 3.622098382863671079e-05
1.700000000000000000e+02 1.591829324720603090e-05
1.800000000000000000e+02 2.471893493331900549e-05
1.900000000000000000e+02 2.309744755370074713e-05
2.000000000000000000e+02 5.468504351242595781e-05
