0.000000000000000000e+00 1.000000000000000000e+02
1.500000000000000000e+02 9.257575798957952352e-05
1.600000000000000000e+02 7.666020122540351516e-05
1.700000000000000000e+02 9.156737209807702703e-05
1.800000000000000000e+02 6.174513563520997190e-05
1.900000000000000000e+02 8.654347788485500746e-05
2.000000000000000000e+02 6.228165656399952050e-05
2.100000000000000000e+02 4.783587731172398539e-05
2.200000000000000000e+02 4.021828174715910492e-05
2.300000000000000000e+02 3.261605630430297696e-05
2.400000000000000000e+02 2.011588316764118149e-05
2.500000000000000000e+02 3.294947971026442388e-05
