0 7 8 9 10 11 12 13 14 15 16 17
20 7.59546524519961E-05 7.4009706686657E-05 0.000137656613311 0.000227175106359 5.34143900241821E-05 0.000145220604447 6.77279121856118E-05 0.000148001383476 0.000162922384031 0.000151991469018 0.000243973731412
30 9.7879287716632E-05 7.07886301193654E-05 9.25534281247595E-05 8.28678683625244E-05 5.04211349095085E-05 4.03737025871016E-05 0.000110205859582 7.8823864039958E-05 0.000106053170257 7.46156966011995E-05 7.56186831762296E-05
40 9.27863314897719E-05 9.11080468952123E-05 6.89370440093887E-05 5.3451767299261E-05 3.86961231604572E-05 6.30232289074588E-05 3.97547221130104E-05 2.42605709507907E-05 4.97818178649306E-05 0.000102992429524 6.26339111154302E-05
50 7.84264866505196E-05 4.73357303660717E-05 6.53347403590106E-05 9.74700518448029E-05 6.2554282510263E-05 6.57961643293237E-05 8.6194769608424E-05 6.17519161251978E-05 5.0166028995327E-05 0.000112840977913 6.23854969691941E-05
60 8.0812860167088E-05 6.04500716192882E-05 0.000104859982496 5.20827113996506E-05 3.46448265280713E-05 0.000151063768135 5.70340080005356E-05 5.36566384934777E-05 0.000102429164628 4.43684252538228E-05 4.64184503709203E-05
70 3.62471483874514E-05 7.43284423741824E-05 6.7054544519393E-05 4.74362783471335E-05 7.7231336211343E-05 5.75102839770478E-05 5.09374348643607E-05 7.18813907727154E-05 3.26831747097503E-05 5.74783536665453E-05 2.12856466261618E-05
80 8.27362202613776E-05 7.19032153714977E-05 8.53493793287247E-05 4.514461966276E-05 6.29882477132859E-05 5.94703103015599E-05 5.70220837567743E-05 6.89460919258668E-05 5.47817855554621E-05 5.2860642424536E-05 3.40633640078919E-05
90 6.07174129811051E-05 5.10830356629632E-05 6.75164641793039E-05 3.87848820635762E-05 2.59278507593996E-05 5.48873963439106E-05 2.89513404905898E-05 4.91233421121099E-05 3.88489672769746E-05 7.76206777318459E-05 2.85732088822079E-05
100 2.91988052976843E-05 5.83750606586492E-05 5.75247159512782E-05 6.5810621926346E-05 6.24249784715146E-05 5.9698562845127E-05 7.02763013361795E-05 4.88268572120787E-05 1.53442690428201E-05 4.99783459960865E-05 5.18287106750308E-05
