0.000000000000000000e+00 7.000000000000000000e+00 8.000000000000000000e+00 9.000000000000000000e+00 1.000000000000000000e+01 1.100000000000000000e+01
2.000000000000000000e+01 6.591549239798598662e-05 1.216288087141145232e-04 1.162730248587179923e-04 5.019606910319119887e-05 1.158776447431891511e-04
3.000000000000000000e+01 4.590190936930222440e-05 8.025665190815255384e-05 4.099105858797349691e-05 9.157068817453507695e-05 1.033946507707594306e-04
4.000000000000000000e+01 1.207599892148686696e-04 1.479477828106179208e-04 1.137683923202106461e-04 8.743213138301769130e-05 1.014690392104339859e-04
5.000000000000000000e+01 6.305146870382258317e-05 8.932833656423290014e-05 1.198425208127631373e-04 8.098714749880912161e-05 6.465047249056843912e-05
6.000000000000000000e+01 6.654181492563941952e-05 4.391203702452582230e-05 4.940646775300539705e-05 1.075284526145957369e-04 6.411803351657951121e-05
7.000000000000000000e+01 1.098321663121637086e-04 5.060865397514991305e-05 8.459240210287129647e-05 8.343359815093371711e-05 7.404289058677222303e-05
8.000000000000000000e+01 7.429607148884843221e-05 8.431571340862263121e-05 7.474121607006797385e-05 6.141911674093526719e-05 7.407529778844128342e-05
9.000000000000000000e+01 3.694017291333837386e-05 5.785332192650663479e-05 6.052353764729323250e-05 4.608555337235439896e-05 5.695458608552227413e-05
1.000000000000000000e+02 7.660698677897373671e-05 8.385188391201210006e-05 6.424566942473560719e-05 2.949331546861684323e-05 5.171279806781097611e-05
