0.000000000000000000e+00 7.000000000000000000e+00 8.000000000000000000e+00 9.000000000000000000e+00 1.000000000000000000e+01 1.100000000000000000e+01
2.000000000000000000e+01 1.178898077680214259e-04 3.121175481101781012e-05 1.436877529137560894e-04 2.441174157548000202e-04 1.085301597471093049e-04
3.000000000000000000e+01 1.177078003405765709e-04 1.010286241342507878e-04 3.919214942172854403e-05 2.939141965489102431e-05 7.810071698665784433e-05
4.000000000000000000e+01 1.223435311519845007e-04 7.416088589983471353e-05 9.179920932653981873e-05 8.417533806407873792e-05 2.954619196211167068e-05
5.000000000000000000e+01 6.080299633997732353e-05 1.158223976911726400e-04 7.775819404410745238e-05 1.063219802187056161e-04 5.437185968574865310e-05
6.000000000000000000e+01 1.115056465012544378e-04 8.536194710121742374e-05 5.300759338717034205e-05 9.549619966624819760e-05 4.092668444551379584e-05
7.000000000000000000e+01 8.813360999141488738e-05 9.415585013212511946e-05 6.251897742054349574e-05 4.318649755621756361e-05 7.790225526016951528e-05
8.000000000000000000e+01 1.109727343942201538e-04 8.935520007550581923e-05 7.166479033072080027e-05 7.252816477478459044e-05 3.985312742152625131e-05
9.000000000000000000e+01 5.778823473372959500e-05 6.874173518129038233e-05 1.041057798948783126e-04 6.581730755791066821e-05 5.278310071259349013e-05
1.000000000000000000e+02 6.205647598708698837e-05 2.898571652320389952e-05 5.787135375367475222e-05 5.314706805428076191e-05 5.532288145169303803e-05
