0.000000000000000000e+00 1.000000000000000000e+02
1.500000000000000000e+02 3.391000000000000264e-02
1.600000000000000000e+02 2.702699999999999894e-02
1.700000000000000000e+02 2.279700000000000129e-02
1.800000000000000000e+02 1.963900000000000021e-02
1.900000000000000000e+02 1.712699999999999986e-02
2.000000000000000000e+02 1.520200000000000023e-02
2.100000000000000000e+02 1.381699999999999942e-02
2.200000000000000000e+02 1.273000000000000000e-02
2.300000000000000000e+02 1.182399999999999944e-02
2.400000000000000000e+02 1.104199999999999973e-02
2.500000000000000000e+02 1.038099999999999960e-02
