0 7 8 9 10 11 12 13
20 0.00030763575865 0.000141808885476 0.000112207664622 8.42439315321877E-05 0.000119885612148 0 0.00012073818726
30 0.000119355603136 7.32737333565027E-05 8.73407121564729E-05 0.000114041395993 5.33726521731875E-05 0.0001029943366 8.5261565009E-05
40 0.000110837538767 0.000141518903331 9.21055915783629E-05 4.51734435260358E-05 0.000127397959167 4.6368602532E-05 0.00011340224266
50 4.24150916537959E-05 0.000102650864585 9.13324564434786E-05 5.0548986142158E-05 4.79391280688331E-05 0.00010809559224 4.7957222575E-05
60 0.000114806620018 9.60054165138611E-05 9.97268268822384E-05 8.39061380353066E-05 4.37053772435371E-05 8.8547910733E-05 4.8181902366E-05
70 0.000104963993826 6.86830401190863E-05 9.92338651872437E-05 9.95851394536351E-05 4.76260432956585E-05 5.9807012055E-05 7.890595305E-05
80 5.87108167206006E-05 0.000131985756807 7.75979381169374E-05 3.73577301237637E-05 4.37995433766148E-05 4.6779142169E-05 2.2175928446E-05
90 7.8920212873509E-05 4.00978802432249E-05 6.50925494968508E-05 2.90131004892613E-05 6.34268082123003E-05 4.3453441063E-05 6.4375922996E-05
100 7.76314369311816E-05 9.86440064068773E-05 7.99434800343333E-05 6.49288841733781E-05 5.43823500779431E-05 5.7106144539E-05 8.0063436366E-05
