0 7 8 9 10 11 12 13
20 7.46419912443526E-05 0.000109742282674 0.000105430630507 4.13940918771773E-05 0.000131644166608 0.000203538378219 0.000204933081604
30 0.000140053116273 9.70029470353529E-05 8.11015735915345E-05 3.76056572236624E-05 8.59575928782137E-05 0.000103415643324 8.71528673873724E-05
40 8.64134804715466E-05 0.000143826734666 9.42570005333593E-05 8.57692976192963E-05 3.84378660859733E-05 9.02730263248019E-05 4.41683916397555E-05
50 8.55280525927616E-05 0.000133124333269 3.72475797606545E-05 5.38706992409136E-05 8.81475773866244E-05 5.27240092911101E-05 6.09879436295965E-05
60 6.64702416074833E-05 5.55356028030073E-05 8.61285010285456E-05 6.88993864114439E-05 5.72313332728023E-05 2.64850039066376E-05 9.13938754346726E-05
70 9.06065037078826E-05 6.09088822611721E-05 5.83113574118524E-05 8.42622560920687E-05 2.96745279905872E-05 5.37987330178931E-05 4.86725472526707E-05
80 8.31596235322579E-05 5.34404339632438E-05 8.06142914017586E-05 8.77148704014865E-05 7.69511431297574E-05 7.82236192963558E-05 6.67043235972162E-05
90 5.33347366640845E-05 5.23782245648254E-05 9.45028194920907E-05 2.72619400956818E-05 5.3994613695022E-05 2.54482660987943E-05 4.41883113762389E-05
100 9.8189386868038E-05 6.38891003633649E-05 6.9239271406626E-05 8.43011738934096E-05 5.95811295450579E-05 4.08582516332506E-05 6.77338180543656E-05
