0 5 6 7 8 9 10 11 12 13 14 15
20 3.39195478223119E-05 8.62328348708637E-05 9.85601570428034E-05 3.72213630675392E-05 9.88831035764505E-05 8.35531133796578E-05 4.35943005480294E-05 0.000118237316334 0.000151471979053 0.000175489627121 0.000239249988443
30 0.00015906486661 0.000102963446279 4.58344193433282E-05 8.74628785918166E-05 4.89469787707235E-05 8.02586380037366E-05 0.000119338618696 6.39575057520625E-05 3.70560731339088E-05 7.24875235702986E-05 3.38248135134842E-05
40 0.000104503190227 0.000131696694785 6.93951265076653E-05 5.2278507971542E-05 6.77339728262368E-05 9.69743235195054E-05 7.55561891816488E-05 9.91140058612524E-05 6.46699268601318E-05 4.32466637012552E-05 7.83809635727329E-05
50 9.69281087268463E-05 8.96785692372344E-05 4.61451146341388E-05 4.16430114604794E-05 6.63538839843122E-05 7.46837305558215E-05 8.39433967793183E-05 7.30622876148158E-05 0.000100100012791 3.41384651220168E-05 7.07996839446067E-05
60 8.12792695121932E-05 4.47114205144251E-05 6.95555412503395E-05 5.45690738073658E-05 5.83804463831908E-05 4.9094239497932E-05 7.88095136281871E-05 6.57057050134481E-05 4.67910901746767E-05 6.42097357739206E-05 7.70341548155411E-05
70 0.000124012548387 5.64926684161811E-05 7.75922797089668E-05 3.96387328690004E-05 6.83829669624392E-05 7.67979006488668E-05 3.19002963679317E-05 4.87749537939545E-05 8.10497821861978E-05 5.04812547148031E-05 4.09111700798601E-05
80 6.70048153161519E-05 6.26343275657028E-05 6.02689084317624E-05 8.93214807883563E-05 8.77576355198901E-05 6.98275676371168E-05 5.90517564770378E-05 3.15688202745483E-05 5.06306590414813E-05 8.20589475996673E-05 4.43313109728916E-05
90 7.99463845510551E-05 9.21084675638919E-05 5.50801409066246E-05 0.00011044236872 7.0013765459022E-05 1.42352931313303E-05 4.66798295094078E-05 3.61535008825827E-05 8.81997637670381E-05 7.16600509768969E-05 5.51983830157597E-05
100 0.000121486506219 2.99506159088864E-05 3.74295598106394E-05 8.04754653124493E-05 5.02396943632863E-05 1.69281966746385E-05 6.54817888826164E-05 7.50386234103455E-05 7.34623916511399E-05 4.03859638677965E-05 3.63358219627286E-05
110 5.81638059323498E-05 6.85307269196722E-05 4.0626794234466E-05 6.69168815792167E-05 6.59912684131104E-05 6.06656631276687E-05 5.66493522426032E-05 4.58699808045223E-05 4.1543579557298E-05 3.15728166001844E-05 3.95024847559731E-05
120 6.72010341804603E-05 8.29516834714444E-05 4.09715245622577E-05 6.95210069970731E-05 6.72927295992625E-05 5.52366195266263E-05 5.67283773687019E-05 4.06225583377705E-05 5.66587273389022E-05 4.75716835540747E-05 3.43459709143941E-05
130 8.66775809440156E-05 6.82497465912974E-05 4.4409636496114E-05 6.10740339183037E-05 4.50623455804558E-05 6.26569276728355E-05 5.36546936097624E-05 4.71571382847074E-05 2.68134801229946E-05 5.94963850235181E-05 4.59554612968665E-05
140 4.01800093832421E-05 3.34043442254445E-05 6.32658298341702E-05 6.62706573290038E-05 7.59453771793972E-05 3.08963753710764E-05 5.41242872899424E-05 4.53986320555958E-05 4.45740266812291E-05 3.93907321103828E-05 2.11851231432909E-05
150 4.3983757337331E-05 6.12420223645712E-05 5.6502969479632E-05 2.65810511993305E-05 2.93082126768967E-05 2.66880832913665E-05 4.99141224753365E-05 7.34021103519993E-05 3.77129645407367E-05 2.99334870207944E-05 1.97444930444621E-05
160 3.13776702898867E-05 4.54076524029624E-05 4.88411308461865E-05 8.35482422824355E-05 4.79771629713525E-05 6.63673732503131E-05 7.04092220925599E-05 1.91167786988595E-05 4.45272898826487E-05 3.54437833243257E-05 7.20007552278905E-06
170 5.4051831926633E-05 3.04724796772512E-05 2.1288818513866E-05 6.6785330688432E-05 7.00024013562599E-05 4.35593231934953E-05 6.30707550033397E-05 5.51637391635356E-05 7.88424877687147E-05 6.36950553814024E-05 4.09463657356083E-05
180 3.06687495746467E-05 3.96061519718782E-05 7.67712342783223E-05 5.80783078344527E-05 4.40321863840106E-05 4.97784186181708E-05 5.21411201972503E-05 5.57235798406542E-05 2.18508242759606E-05 4.23372414266944E-05 6.39553341255765E-05
190 2.65963097882954E-05 5.56288053816064E-05 3.67231935248751E-05 5.0401217704532E-05 3.33191624687253E-05 4.84443756565551E-05 3.87952705366102E-05 6.10887796313777E-05 4.53305079222408E-05 8.00173238391226E-05 2.7360239173717E-05
200 4.57095873443511E-05 2.89868103694594E-05 4.13359685465295E-05 3.73545559069265E-05 3.68544074451746E-05 4.69956533770306E-05 3.01532688217133E-05 5.59699061384185E-05 5.85000420536794E-05 6.05305686380775E-05 3.46126557744271E-05
