0 7 8 9 10 11 12 13
20 0 0 0 0 0.156013 0 0
30 0 0 0 0 0.081295 0 0
40 0 0 0 0 0.057833 0 0
50 0 0 0 0 0.044921 0 0
60 0 0 0 0 0.036901 0 0
70 0 0 0 0 0.031299 0 0
80 0 0 0 0 0.02716 0 0
90 0 0 0 0 0.024006 0 0
100 0.021143 0.021363 0.021062 0.021312 0.021353 0.021485 0.021751
110 0 0 0 0 0.019176 0 0
120 0 0 0 0 0.017508 0 0
130 0 0 0 0 0.01629 0 0
140 0 0 0 0 0.014917 0 0
150 0 0 0 0 0.013933 0 0
160 0 0 0 0 0.013111 0 0
170 0 0 0 0 0.012243 0 0
180 0 0 0 0 0.011652 0 0
190 0 0 0 0 0.011148 0 0
200 0 0 0 0 0.010436 0 0
