0 7 8 9 10 11 12 13
20 0 0 0 0 0.000159339430167 0 0
30 0 0 0 0 6.20946862935577E-05 0 0
40 0 0 0 0 5.13364873085103E-05 0 0
50 0 0 0 0 6.85876313606904E-05 0 0
60 0 0 0 0 9.48140050436023E-05 0 0
70 0 0 0 0 2.05661470412743E-05 0 0
80 0 0 0 0 4.76804098219782E-05 0 0
90 0 0 0 0 6.20312430234995E-05 0 0
100 0.000337306075048 0.000280736782128 0.000284305994966 0.000247783844873 3.9483845031729E-05 0.000214590578478 0.000242403728735
110 0 0 0 0 3.72158125807546E-05 0 0
120 0 0 0 0 4.93683157231518E-05 0 0
130 0 0 0 0 6.41285506628705E-05 0 0
140 0 0 0 0 3.64694963810553E-05 0 0
150 0 0 0 0 1.51739168738314E-05 0 0
160 0 0 0 0 2.47031655392257E-05 0 0
170 0 0 0 0 4.56619611929899E-05 0 0
180 0 0 0 0 3.94840799638777E-05 0 0
190 0 0 0 0 3.28369817903148E-05 0 0
200 0 0 0 0 4.69940239657382E-05 0 0
