0 5 6 7 8 9 10 11 12 13 14 15
20 0 0 0 0 0 0 0.14847 0 0 0 0
30 0 0 0 0 0 0 0.080112 0 0 0 0
40 0 0 0 0 0 0 0.057149 0 0 0 0
50 0 0 0 0 0 0 0.044415 0 0 0 0
60 0 0 0 0 0 0 0.036422 0 0 0 0
70 0 0 0 0 0 0 0.03087 0 0 0 0
80 0 0 0 0 0 0 0.026741 0 0 0 0
90 0 0 0 0 0 0 0.023603 0 0 0 0
100 0.020638 0.020545 0.02078 0.020749 0.020925 0.020935 0.021091 0.021144 0.021319 0.021463 0.021625
110 0 0 0 0 0 0 0.019137 0 0 0 0
120 0 0 0 0 0 0 0.0174 0 0 0 0
130 0 0 0 0 0 0 0.016056 0 0 0 0
140 0 0 0 0 0 0 0.014885 0 0 0 0
150 0 0 0 0 0 0 0.013855 0 0 0 0
160 0 0 0 0 0 0 0.012963 0 0 0 0
170 0 0 0 0 0 0 0.012198 0 0 0 0
180 0 0 0 0 0 0 0.011496 0 0 0 0
190 0 0 0 0 0 0 0.010872 0 0 0 0
200 0 0 0 0 0 0 0.010281 0 0 0 0
