0 5 6 7 8 9 10 11 12 13 14 15
20 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 9.594097E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
30 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.016409E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
40 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 9.523893E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
50 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.184399E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
60 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 1.121743E-04 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
70 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 7.800670E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
80 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 9.648774E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
90 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 9.420642E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
100 1.069499E-04 7.680940E-05 1.152464E-04 6.878079E-05 7.854411E-05 7.161163E-05 1.569590E-04 7.278092E-05 7.321391E-05 5.971333E-05 6.987789E-05
110 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 7.872756E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
120 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 6.697097E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
130 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 7.702777E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
140 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 6.404488E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
150 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 7.201513E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
160 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 7.998968E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
170 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 9.652556E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
180 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 9.277028E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
190 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 6.066282E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
200 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 5.755844E-05 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
