0 7 8 9 10 11 12 13
20 0 0 0 0 5.96813014442953E-05 0 0
30 0 0 0 0 0.000105178459595 0 0
40 0 0 0 0 0.000114838112902 0 0
50 0 0 0 0 6.28418551798541E-05 0 0
60 0 0 0 0 0.000116817203525 0 0
70 0 0 0 0 9.28012606015596E-05 0 0
80 0 0 0 0 7.64643742398888E-05 0 0
90 0 0 0 0 7.28353158420519E-05 0 0
100 0.0005653103593 0.000462783377463 0.000183319667588 0.000353724759862 5.55766223141054E-05 0.000194755995468 0.000404482321864
110 0 0 0 0 9.09615750545843E-05 0 0
120 0 0 0 0 4.84031576199496E-05 0 0
130 0 0 0 0 2.56562907701004E-05 0 0
140 0 0 0 0 7.71864526400905E-05 0 0
150 0 0 0 0 3.24139075394697E-05 0 0
160 0 0 0 0 3.22702477933751E-05 0 0
170 0 0 0 0 5.36826867606038E-05 0 0
180 0 0 0 0 2.01854914584235E-05 0 0
190 0 0 0 0 1.56259773789554E-05 0 0
200 0 0 0 0 2.67062625402277E-05 0 0
