0 7 8 9 10 11 12 13
20 0 0 0 0 0.162661 0 0
30 0 0 0 0 0.080816 0 0
40 0 0 0 0 0.057181 0 0
50 0 0 0 0 0.044475 0 0
60 0 0 0 0 0.036321 0 0
70 0 0 0 0 0.030649 0 0
80 0 0 0 0 0.026607 0 0
90 0 0 0 0 0.023496 0 0
100 0.020848 0.021003 0.021087 0.021303 0.021042 0.021731 0.021944
110 0 0 0 0 0.019041 0 0
120 0 0 0 0 0.017365 0 0
130 0 0 0 0 0.01598 0 0
140 0 0 0 0 0.01478 0 0
150 0 0 0 0 0.013774 0 0
160 0 0 0 0 0.01286 0 0
170 0 0 0 0 0.01207 0 0
180 0 0 0 0 0.011405 0 0
190 0 0 0 0 0.01084 0 0
200 0 0 0 0 0.010245 0 0
