0 7 8 9 10 11 12 13
20 0 0 0 0 0.000496896012345 0 0
30 0 0 0 0 0.000399651983628 0 0
40 0 0 0 0 0.000429577168549 0 0
50 0 0 0 0 0.000509768258744 0 0
60 0 0 0 0 0.000371441835296 0 0
70 0 0 0 0 0.000365990587727 0 0
80 0 0 0 0 0.000374712424005 0 0
90 0 0 0 0 0.000566370797683 0 0
100 0.0005653103593 0.000462783377463 0.000183319667588 0.000353724759862 0.00023207793872 0.000194755995468 0.000404482321864
110 0 0 0 0 0.000112739495455 0 0
120 0 0 0 0 6.7847351112683E-05 0 0
130 0 0 0 0 0.000259210005761 0 0
140 0 0 0 0 7.66491241059047E-05 0 0
150 0 0 0 0 8.41003258962314E-05 0 0
160 0 0 0 0 0.000386826073014 0 0
170 0 0 0 0 0.000164295278275 0 0
180 0 0 0 0 0.000300289694318 0 0
190 0 0 0 0 0.00027873533591 0 0
200 0 0 0 0 0.000236128755869 0 0
